function name,learning rate,momentum,lmabda,Uses grad(),mini batch size,epochs,iterations,mse
sgdm_rms_ridge,0.5,N/A,0.1,True,15,51,5,0.049932243595377096
sgdm_rms_ridge,0.5,N/A,0.5,True,15,51,5,0.034002925085381636
sgdm_rms_ols,0.01,N/A,N/A,True,5,75,16,0.0039014324358746747
sgdm_rms_ridge,0.01,N/A,0.01,True,5,75,16,0.0029627075674774875
sgdm_rms_ridge,0.01,N/A,0.05,True,5,75,16,0.007500319428309385
sgdm_rms_ridge,0.01,N/A,0.1,True,5,18,14,0.0075150003256821305
sgdm_rms_ridge,0.01,N/A,0.5,True,5,29,14,0.02544834506271287
sgdm_rms_ols,0.1,N/A,N/A,True,5,18,11,0.0029721678269747785
sgdm_rms_ridge,0.1,N/A,0.01,True,5,75,16,0.004278645614606893
sgdm_rms_ridge,0.1,N/A,0.05,True,5,64,9,0.0058209775789491245
sgdm_rms_ridge,0.1,N/A,0.1,True,5,16,6,0.00816413935816301
sgdm_rms_ridge,0.1,N/A,0.5,True,5,75,16,0.02098073704993502
sgdm_rms_ols,0.2,N/A,N/A,True,5,28,11,0.0035839072203793054
sgdm_rms_ridge,0.2,N/A,0.01,True,5,75,16,0.00835845655229874
sgdm_rms_ridge,0.2,N/A,0.05,True,5,9,N/A,0.005022539221976518
sgdm_rms_ridge,0.2,N/A,0.1,True,5,75,16,0.0073180089418886495
sgdm_rms_ridge,0.2,N/A,0.5,True,5,75,16,0.023651008108901448
